date,region,service_type,shipment_volume,total_weight,total_revenue,fleet_vehicles_available,warehouse_capacity_used,labor_available,weather_impact,competitor_activity
2024-11-23,Northwest,Fleet Maintenance,113,252454.52938231226,57770.661747666614,39,43.11083416707909,92,None,Normal
2024-09-11,Southeast,Distribution Center Management,123,416259.1990176225,37723.25556940385,22,62.07345531215488,72,None,Normal
2023-01-03,Northwest,Dedicated Contract Carriage,288,487662.46003538545,87117.00608254809,53,53.18031243533069,131,None,Low
2023-08-18,Northeast,Supply Chain Solutions,85,75094.86238894249,30499.86141066158,39,87.48269988664475,143,Moderate,Normal
2023-12-30,Southeast,Dedicated Contract Carriage,108,180367.51349040002,43997.71819802039,66,54.956482089024036,120,None,Normal
2023-04-28,Midwest,Supply Chain Solutions,237,302448.13127846475,104346.43220671055,87,51.217181101306906,177,Minor,High
2024-03-01,Southeast,Fleet Maintenance,206,527236.15143858,118223.10474496962,71,44.82948280944738,181,None,Normal
2023-04-21,Midwest,Fleet Maintenance,311,386038.20876939193,208165.73819820152,99,66.58219530792977,51,None,Normal
2024-08-27,Southwest,Supply Chain Solutions,174,310821.1650798555,103207.52669624712,77,46.0556573382945,151,None,Normal
2024-12-23,Southeast,Distribution Center Management,109,191526.30822399838,36272.09122828715,93,57.04520746983466,174,None,Normal
2024-05-15,Midwest,Supply Chain Solutions,205,409311.151701781,92395.38692873825,39,33.23796848822914,63,None,Normal
2024-05-24,Southeast,Freight Management,275,414102.59901376313,130679.50153529597,45,81.19028213417938,77,Minor,Normal
2023-02-02,Southeast,Distribution Center Management,258,431020.05132267537,65931.42462246238,82,30.574034604665528,134,Moderate,Normal
2023-03-04,West,Freight Management,35,65220.284682598765,17326.788883698562,37,73.97517185031629,192,Minor,Low
2023-06-17,Midwest,Freight Management,110,201012.4697947319,18737.780188893663,66,58.93579238189969,176,None,Low
2024-08-23,Midwest,Fleet Maintenance,233,541107.936527637,39613.80126129225,97,37.65728169139258,65,Severe,Low
2024-01-15,Midwest,Dedicated Contract Carriage,165,405531.9162288717,108118.9205834031,41,57.43344122041103,81,Minor,Low
2024-06-15,Southeast,Supply Chain Solutions,132,198378.46736436654,48631.58557561365,49,56.243536969656624,194,None,Low
2024-12-23,West,Transportation Management,136,211425.13853615447,64910.50107001988,40,34.32906580090182,189,None,Normal
2023-02-08,Northwest,Supply Chain Solutions,188,388083.3688326874,94645.4551713191,76,66.47248691367784,183,Severe,Normal
2023-04-20,Northwest,Distribution Center Management,189,474240.50067439355,67504.21027999769,27,71.52659978400726,65,None,Low
2023-03-23,Northwest,Freight Management,177,406382.96717057505,47455.038458034694,65,66.33196093111357,166,None,Normal
2024-11-10,West,Distribution Center Management,75,160845.10255200515,42926.54357741666,67,50.17699598032308,72,None,Low
2024-08-02,Southwest,Transportation Management,114,261834.10952121145,37943.496075251715,64,42.24021607172532,197,Severe,Low
2024-02-07,Northwest,Freight Management,183,289446.3959010955,82424.92422051443,81,51.143728371893424,59,Moderate,Low
2024-10-16,Northeast,Supply Chain Solutions,191,465492.6517129926,195068.3455093902,92,35.50550427417106,190,Minor,High
2024-01-17,Northwest,Supply Chain Solutions,169,380776.9644956181,56987.697522342816,45,67.41636992885734,183,None,Normal
2023-09-30,Northeast,Dedicated Contract Carriage,68,209350.14703293418,59997.69126118314,84,84.24856597055134,171,None,High
2024-02-22,Northwest,Distribution Center Management,209,516481.2925329505,138736.14361941605,80,48.257735813806704,129,None,Normal
2023-10-03,Midwest,Fleet Maintenance,119,166722.27439305038,47092.03548463623,50,52.590372621724335,77,None,High
2023-02-22,West,Supply Chain Solutions,201,462819.7683252317,132405.30671726074,22,80.67593599464031,89,None,Low
2024-10-17,Northeast,Distribution Center Management,127,200329.7190929373,38257.764241918965,59,59.78167289353261,142,None,Normal
2024-07-20,Southwest,Supply Chain Solutions,58,93591.46160150903,32781.8758763253,32,46.73935756626562,65,None,High
2024-02-11,Midwest,Transportation Management,89,180742.15249946754,56875.89282763829,89,48.941948035599765,116,None,Low
2024-09-25,Midwest,Transportation Management,114,197070.37896528456,17157.94495819882,32,62.352887613653394,164,Minor,Normal
2024-06-20,Southwest,Dedicated Contract Carriage,262,526034.3718807416,58152.226575424545,34,52.06882653934826,54,None,Normal
2023-04-17,Southwest,Dedicated Contract Carriage,293,548983.22638133,139739.4846577089,44,92.47461172542062,111,None,Normal
2024-09-11,Midwest,Distribution Center Management,194,239134.87673290895,55097.65184751301,69,69.06953197240271,133,None,Normal
2023-05-02,Northwest,Transportation Management,261,428536.331293203,53673.30625038117,71,60.57423625336832,173,None,Low
2024-01-10,Southwest,Dedicated Contract Carriage,274,270772.23679154617,115731.78096034791,22,34.277701788553635,134,Moderate,Normal
2023-11-28,Northeast,Distribution Center Management,211,343300.43387338216,57337.941245676564,53,46.9859668071522,119,Moderate,Normal
2023-03-06,Midwest,Dedicated Contract Carriage,255,574655.0491843007,174843.73455922463,59,71.70044893833212,181,None,High
2023-05-21,Northwest,Transportation Management,103,134444.9665460306,35053.29773821826,62,68.38806423041028,93,Minor,Normal
2023-06-25,Midwest,Transportation Management,125,203462.34224004782,66601.83220453068,35,54.62917988434022,102,Minor,Low
2024-10-04,Northeast,Fleet Maintenance,146,168312.68072618713,49207.8251794653,94,29.390798977485254,60,None,Normal
2024-06-17,Southeast,Transportation Management,218,471169.73527436075,101003.38717648473,39,54.12809822115526,91,Moderate,Normal
2023-03-03,Southwest,Freight Management,195,295624.55708345457,48181.10781983889,95,50.99362382076299,116,None,Low
2023-10-14,West,Fleet Maintenance,57,145652.8761125527,14350.369466438764,72,93.06186960444933,60,None,Low
2024-01-24,Northwest,Dedicated Contract Carriage,229,478036.9858081961,78583.6912558703,43,66.51013155171084,145,None,Low
2024-05-07,Northeast,Transportation Management,231,283001.4442455758,96274.5442417499,93,51.84427091665484,66,None,Normal
2024-04-15,West,Freight Management,244,267124.2050186914,69577.87953183411,73,69.50867472064444,126,None,High
2023-02-09,Midwest,Dedicated Contract Carriage,121,241697.75793515696,55955.89189142236,61,75.37108303758858,67,None,Normal
2024-08-20,Northwest,Supply Chain Solutions,172,279874.9283654676,27366.066039355555,45,72.7579114296121,112,Severe,Normal
2023-02-18,West,Freight Management,110,178416.49254803362,44442.7190964522,86,66.30061584672447,58,None,High
2023-09-25,Northwest,Distribution Center Management,169,251882.70369194314,39918.009583678235,25,81.73910614480124,187,Moderate,High
2023-05-23,Northeast,Dedicated Contract Carriage,227,298030.1787666055,144438.82781326064,42,50.68432504405804,190,None,Normal
2024-08-28,Midwest,Transportation Management,136,291314.5522500217,33706.42027393243,23,59.46116136681976,148,None,Low
2023-01-30,Southeast,Supply Chain Solutions,199,327216.56980495236,27866.74922605028,30,65.87060410739831,139,None,Normal
2024-06-26,Northwest,Freight Management,134,169501.77670023582,49042.60991933812,85,78.95599624496205,119,None,Normal
2024-11-28,Southeast,Freight Management,103,194358.1809178164,44106.79277632603,23,45.11059836912892,75,Moderate,Low
2024-01-06,Southeast,Distribution Center Management,122,292489.0381561724,30701.326085178312,50,60.93186233158945,81,Minor,Normal
2023-01-29,Northwest,Distribution Center Management,90,220440.91974006852,40614.746237228435,97,67.19853533660043,148,Moderate,Low
2023-07-10,West,Distribution Center Management,157,443160.0861463484,29188.418931801185,93,79.04169039786605,115,Minor,Normal
2024-12-05,West,Supply Chain Solutions,136,324742.36903045315,45645.95183244652,54,48.76622833051163,150,None,Normal
2024-11-12,Northwest,Transportation Management,64,63598.073814879215,37835.704590240544,70,65.79996325239563,106,None,Normal
2024-09-03,Northeast,Transportation Management,148,275206.00266871956,142808.33287846117,59,44.21896908031056,65,None,High
2024-04-22,West,Dedicated Contract Carriage,143,301688.8721530398,166193.47274985776,92,63.50212872688971,119,None,Normal
2023-12-10,Southwest,Fleet Maintenance,99,241589.282577178,51673.074926194466,76,70.03170826786481,171,None,Low
2024-12-18,Northeast,Supply Chain Solutions,146,289565.41948432906,124395.35163424372,48,52.92790714028549,166,None,Normal
2023-11-09,Northeast,Distribution Center Management,182,492239.1810781602,38576.09475543359,94,71.1429860520545,77,None,Low
2024-06-24,Northwest,Distribution Center Management,145,181254.04663580479,48236.70322943976,81,67.00548878389752,85,None,Normal
2024-09-11,West,Supply Chain Solutions,216,375777.18684765947,58655.22001546996,96,31.35889257704006,180,None,Normal
2023-06-05,Southeast,Distribution Center Management,151,242649.82652751898,70414.6278006137,69,60.66571080730817,72,None,High
2023-07-21,Midwest,Dedicated Contract Carriage,147,242493.38408160757,39724.26761693345,65,48.30634837944588,66,None,Normal
2023-06-02,Midwest,Fleet Maintenance,213,346296.8847397881,82866.52814740587,93,86.19658281615064,106,Minor,High
2023-07-29,Southeast,Dedicated Contract Carriage,74,195952.12136919168,40994.95835323938,51,61.978201683353504,191,None,High
2024-11-20,Southwest,Fleet Maintenance,123,306497.0155291967,41854.871075567346,73,53.1486495809227,60,None,Normal
2024-10-21,Southwest,Fleet Maintenance,103,187102.74915394426,28181.921001480598,76,72.77103368550195,115,Severe,Normal
2023-04-29,Southwest,Freight Management,148,209510.40448210013,174552.46200415166,40,51.55238411753138,121,Minor,Low
2023-09-18,Southwest,Distribution Center Management,127,183862.15735340552,52284.4095482898,72,72.34555293553456,64,None,Normal
2024-08-02,West,Dedicated Contract Carriage,127,241457.7497612506,45918.7092948969,30,28.666475924369035,52,None,Normal
2024-11-07,West,Transportation Management,142,293365.60650033155,38534.316202248665,32,57.183343482490315,122,None,Normal
2024-07-29,West,Supply Chain Solutions,106,157606.40509779565,31772.784466942052,47,81.21457580095029,99,Minor,Normal
2024-01-19,Northeast,Fleet Maintenance,246,611899.1759247867,84567.93236061519,54,90.6106030573473,62,None,Normal
2024-04-22,Midwest,Supply Chain Solutions,264,557410.1994309563,123328.23052904042,38,59.558249606004935,64,None,Normal
2024-08-17,West,Distribution Center Management,57,90345.21116078612,34364.71129748084,95,80.45221646895962,178,Minor,Normal
2023-06-09,Northeast,Supply Chain Solutions,240,440670.0637763471,55835.070943646635,66,52.18793762052372,167,Minor,Normal
2024-05-27,Southwest,Fleet Maintenance,184,381916.695795731,70337.47829603283,75,65.30596787947893,133,None,Low
2023-10-31,West,Freight Management,193,539816.4290270158,48386.42769945605,55,70.08412041696002,123,None,Normal
2023-02-15,Northwest,Distribution Center Management,235,430178.3608935133,68814.4582823268,80,83.55125468191677,112,None,High
2024-11-13,Southwest,Distribution Center Management,98,218675.78661130957,26974.931550872363,40,74.55102306267149,77,None,Normal
2024-10-10,Northeast,Supply Chain Solutions,120,183468.35047393243,25415.97479068848,24,93.44618239853571,63,None,Normal
2024-03-05,Midwest,Fleet Maintenance,233,407635.0550244663,130966.53935715354,24,72.84662836008246,95,Moderate,Normal
2024-12-08,Northeast,Fleet Maintenance,103,212845.48060711139,38669.841434301554,51,66.33751581091009,153,Minor,Normal
2024-08-10,Southwest,Dedicated Contract Carriage,31,60024.23299475213,19422.712074823743,81,66.86744392936036,125,None,High
2024-08-18,Midwest,Freight Management,44,49277.78385129788,25548.246741279007,66,61.87883193248762,61,None,Low
2023-12-13,Southwest,Fleet Maintenance,146,188075.99890981457,56863.568023164604,45,39.98445401139295,198,None,Normal
2024-06-27,Midwest,Fleet Maintenance,312,830087.3864606015,77008.78511361209,41,40.68552610904937,116,Moderate,Low
2023-04-19,West,Freight Management,165,235495.45003213017,27763.153356397834,96,63.08133921805161,108,None,Normal
2024-10-28,Midwest,Transportation Management,131,118117.29545857903,23973.13845077426,30,41.489924086555035,125,Minor,Normal
2024-11-13,Northwest,Supply Chain Solutions,116,206902.24063036242,104311.35177800545,50,40.16144577347393,193,None,High
2023-04-17,Southeast,Freight Management,168,374657.75862097496,118158.4050954265,25,39.73473164114489,67,None,Normal
2024-04-28,Northeast,Supply Chain Solutions,74,101339.94766153883,88795.11505772566,37,49.730882564489086,123,None,Normal
2024-03-22,Southwest,Supply Chain Solutions,185,255877.11537973656,134346.75742403162,72,62.62346607077244,158,Minor,Normal
2024-02-03,Southeast,Distribution Center Management,89,217154.35286733083,82707.52638595652,59,73.86203676985129,66,None,High
2024-07-06,West,Fleet Maintenance,76,121062.86410128132,36614.14003220526,22,52.055009325683045,193,None,Normal
2024-01-07,Northeast,Freight Management,74,164530.35266455484,41499.4558977929,85,66.12199217141477,166,None,Low
2023-01-23,West,Freight Management,233,521128.55196603254,75477.77198091426,82,76.74755300953025,195,None,High
2023-11-22,Southwest,Fleet Maintenance,100,85790.04563535182,50548.31610197041,57,71.6339591037506,157,None,Normal
2023-05-24,Northeast,Distribution Center Management,217,466684.544851019,73643.92251697341,82,60.757821497442436,174,None,Normal
2023-02-12,Midwest,Supply Chain Solutions,115,270969.73459782643,76095.04060720159,76,73.87173988662133,166,None,Normal
2024-03-31,Southeast,Freight Management,135,314227.0680082167,32483.626485914814,32,77.32322606462813,110,Minor,High
2024-02-14,West,Fleet Maintenance,169,314974.03431986924,93719.2878172431,98,75.09794455471656,69,Minor,Normal
2023-03-21,Southeast,Distribution Center Management,185,352303.43551734235,74143.53360708327,30,68.56079595433566,97,Moderate,Normal
2024-02-24,Southeast,Supply Chain Solutions,114,378439.1881725269,56296.670228933,51,54.31459220581314,53,None,High
2024-01-21,Northwest,Distribution Center Management,52,134182.16208244866,12106.856708468516,24,47.92622151773499,169,None,Normal
2024-11-28,Midwest,Distribution Center Management,126,207014.55060302632,55547.83732331508,92,48.1995045029837,172,None,High
2023-09-17,Southwest,Freight Management,81,168148.72973700296,73405.05211228825,20,56.582333640849804,114,Minor,Normal
2024-12-25,West,Transportation Management,196,293498.12858690706,106434.60841844474,92,30.32556613402686,172,Minor,Normal
2024-01-27,West,Freight Management,108,107502.76224024608,42316.37712283346,69,69.2986497031431,70,Moderate,Normal
2023-02-02,West,Distribution Center Management,244,608701.782920587,124721.92525951589,50,47.788256306491164,106,None,Normal
2023-05-28,West,Distribution Center Management,118,253484.85644937548,53886.59710544678,84,51.33395530504421,136,Minor,Low
2023-05-11,Southwest,Supply Chain Solutions,232,373813.6693600139,104316.8106345048,46,91.43314075986065,184,None,Low
2024-07-26,West,Supply Chain Solutions,127,208153.5386585327,31568.59137452901,97,76.56448330199095,127,None,Normal
2023-01-29,West,Freight Management,116,217961.00542886686,53855.81458577236,38,50.60091097152757,184,None,Normal
